split,file,source_split,base_identity,sha256,width,height,boxes
train,paper2256_jpg.rf.56e4a0674a14428a16ed980726130a1c.jpg,train,paper2256,8a78e335f4fc7e571512835ab0f8cf1baefdd0962c5f1f7c475a67b54b141db6,416,416,1
test,paper2259_jpg.rf.d40965e2a5275171aaf0fdb2f8a4ed41.jpg,train,paper2259,3e7882f96f32f0dcfe3100c490c5298d7d695225abed36cd1d929a6f000781f9,416,416,1
val,paper225_jpg.rf.cd89d3e785333eecbe5464b4beb0985a.jpg,train,paper225,0fdfee955cc5dec4f4865eb441f9316c97abb59288c4fd25b0d35c283bda4828,416,416,1
train,paper2261_jpg.rf.8840bb781ae1595ad8f830d6fae721fa.jpg,train,paper2261,7e3496f4f04a4e8045e6aec84e1d1122e3ce0d093fcf33890a2b20b9f549748a,416,416,3
train,paper2263_jpg.rf.0093232f5903cb42bb66f33999b2a367.jpg,train,paper2263,3f10ac065383516b0eea58234f08270dc22bb64df057c32ee523166d0d029e26,416,416,1
train,paper2264_jpg.rf.e8837cc3b86e3bf10f97da22e3711e3c.jpg,train,paper2264,fa7bc94f8ae94ff68f486120c3749d73ed72578d84f0642bf77482aa070cf4f4,416,416,1
train,paper2266_jpg.rf.f51b9f0a17cb692caa84810d13ea3ce4.jpg,train,paper2266,0b731816ddf5453e80a8b10770d10f138d8909e59c1ddb71126e85d0b2b6cae4,416,416,1
train,paper2270_jpg.rf.feb1a32605a557f57d31312de533c817.jpg,train,paper2270,d94346b9ce79cc607358a98b92fc23eb5a5cb98237e81cc8b5231e1753f7e839,416,416,1
train,paper2272_jpg.rf.10aac6c9241fa474404b6e39e6234a6b.jpg,train,paper2272,0170fffc2db664b413e6939541dc9a1bf0aa647b8d247bb3288e32c49953b57f,416,416,3
val,paper2275_jpg.rf.10cc7f714d2d4a705092dd323a3f77b1.jpg,train,paper2275,6142fa9dc4c8bc92fe228d8994bb4392ebbb65feb2c7470125fc36b8c2e964e0,416,416,1
train,paper2276_jpg.rf.21404f8afa45eefab915ce965124b16b.jpg,train,paper2276,9f7fa87bedc9c854c22be777c69fbb538638259886741802c8a0df3607f238c1,416,416,1
train,paper2277_jpg.rf.7096fecd773ac70a3187763d2d7a6a2a.jpg,train,paper2277,86e43c28b5e1d4ff0a590cd07146514b96fbf942e9502ef5ef57432f83be6838,416,416,1
train,paper2280_jpg.rf.adf4788e4bd72bb35a6480eb03e25cf0.jpg,train,paper2280,b33f0623f01635ff1110cf4d4b3f22b4c95217cc0b6d711a4ed9a5e8a4b31e92,416,416,1
test,paper2281_jpg.rf.2dc4043c0074e22540b48a7b2701cec9.jpg,train,paper2281,204de3997b36b48262c1d5b3bd72b9bab4e602effb4e13d3e8ca9ef300ad076f,416,416,1
train,paper2283_jpg.rf.4728b9a85996fbe80a17e0dc139124dd.jpg,train,paper2283,1e965bea0b415704f5d9a662fc9cae31ccb3480a34fad304ebe9ae435c5ea421,416,416,1
train,paper2287_jpg.rf.3c0130a038674d255ecf685c7205e01c.jpg,train,paper2287,cbd604b4bde475f0df0a0ceedf16d4a10f965348bace30bf2e6ad0e1d695299a,416,416,1
train,paper2290_jpg.rf.906ab90258f2e9b4fd19c01a6db2407b.jpg,train,paper2290,88ea31491d0947a3fd7c2903ace9d75b8d1c879c2422318f230bbd3fa00bbf3e,416,416,1
val,paper2292_jpg.rf.424b65243aaee6eef071cbac2d1270f0.jpg,train,paper2292,716187476946e13701bf678692d620f801eadc569748e69840da1e3a282c0670,416,416,1
train,paper2297_jpg.rf.526d44944800d8fab58e3bf10901f3a5.jpg,train,paper2297,b590d733cfd8301bfea542796f2517d031a75169e5b256d25dc05bf0d9e832db,416,416,1
train,paper2299_jpg.rf.391477768950c7a5f08f3af7c5a1a66f.jpg,train,paper2299,289d6b2ad38f688d5484317fc1dc0278118e530a1da1c51d1469c3e1269c76a5,416,416,1
val,paper2302_jpg.rf.f8ba047be4606db8d7270dc747618f56.jpg,train,paper2302,83e9a03024ec9f6d3d120a8af28afdc3f87dd6c2d24436edbe11c1909e04118d,416,416,1
train,paper2305_jpg.rf.af188f766532845b223c120e1c867a5d.jpg,train,paper2305,2bf869147b744084dc4a689f333f6a258134a5c352c4b321709bc33e90d0bf54,416,416,1
train,paper2307_jpg.rf.d873d4bca5f5e77ef4933fdf09887f78.jpg,train,paper2307,455f5de4deecb2648c2d0eb49f4479f55dc6ebf29f4718e7b57393be0eddcff9,416,416,1
train,paper2311_jpg.rf.38dd87e894888e1e47e5f76dd8aa7fd5.jpg,train,paper2311,8bfe2b0f4373134955afd35c2ec2734c436fb4236766d916ec7db2f27381f61f,416,416,1
train,paper2314_jpg.rf.eb20e3e55e642a34fc527c1f2eba7a83.jpg,train,paper2314,a584db2e948e9c7d02bd323f6e4a483d570e2c4386a68485b541079c2e7cf6b8,416,416,2
train,paper2321_jpg.rf.dff0b9510f88cb888eb6fdb058cbd164.jpg,train,paper2321,df8fae3735971b4c7101cfbb1d196e08c5cde73e3ba21dd9e3e3c75c48d24bd0,416,416,1
train,paper2324_jpg.rf.f80b4b1d101f4b08b492087245ec636d.jpg,train,paper2324,634e23e9aa894be3e72f4c0d3733ff0748235b589cfcdf5a7505eca4f05c3344,416,416,1
train,paper2325_jpg.rf.5b57173b05da0d77c7708eda5497d60f.jpg,train,paper2325,74666ce121cbab1f25c7a05d97007988b04fa6b7c0ead0402ed3dc4fcf28f18f,416,416,1
train,paper2327_jpg.rf.6fa745aa10e1dfae724d452e5d3c9b1f.jpg,train,paper2327,c0e5287596f8d8f8031a5b2b6269c422a6c156127ee51dcd4cc1a4357a400c13,416,416,3
train,paper2331_jpg.rf.19afc0f10142bc6fe0e3647f5958788e.jpg,train,paper2331,ff502fe77e6979f8ea268f2e9346aacb40563ce184ac06bcc504cf037c6f822e,416,416,1
test,paper2332_jpg.rf.b20651e247d66a57681826f890b7dd39.jpg,train,paper2332,b01d075071208e62956d7ab90799d9e70e3a588341417515066438c7a51b607f,416,416,1
train,paper2333_jpg.rf.caf4f5bb5aa38f216dfae7ad1583b226.jpg,train,paper2333,5d256feef0e1d3308178da3ccbac8c29e114587a77cd161f4e9c0938f9c2891c,416,416,1
val,paper2335_jpg.rf.de0a751a15586ea34b74373f2f80c4e9.jpg,train,paper2335,86dc1bca6496b23ae7403bc2bf761b1aa544ead9ad732d860f83ab97cc672124,416,416,1
train,paper2336_jpg.rf.7cc8907d13ecaf39adf431c567ab2543.jpg,train,paper2336,919e5c15fe0821ca7305401fd2089228f41f9e73e66c66e6de991d328aca3381,416,416,1
train,paper2337_jpg.rf.c33ebdb3d8df1eb1b40e8e1dc5252a8a.jpg,train,paper2337,d245e418b6778b62f36d2365f7862cc5bb4498f948789877562f67d7ead8fea3,416,416,1
train,paper2338_jpg.rf.7d5f6fe1a1830719ca3b5a215b7b5dce.jpg,train,paper2338,a058c1d01c6be943fbf947d57a92b30302f518186c929754f00d874dd6a8bfdf,416,416,3
val,paper2339_jpg.rf.4e5560555b7bd2bdf7fe2dd30d58b9bd.jpg,train,paper2339,532dca1afae293d16970dc7652e95434252323c535f8fe5cfa499af9e5af3e78,416,416,3
train,paper2340_jpg.rf.969055f6353396fe0813c436e22ad2da.jpg,train,paper2340,c8c93c35afceb430b83ba032e097703e42c2380816d4fa961bd324127883c04a,416,416,4
train,paper2341_jpg.rf.b0cf187c21bbe7909af4eaa134e8f920.jpg,train,paper2341,c14a19d0855bbc3da431e1e364fed4b2269f87103d70b322bd4f6218bd73ffd8,416,416,1
train,paper237_jpg.rf.7e41bf8494ebbf09ca4aee303120805c.jpg,train,paper237,2eba4b27be046ba4c4fd5a9948f40a9da082e7dbfc4bf1008c022af6e9c56a97,416,416,1
train,paper238_jpg.rf.45dcbb9e3be8ef3f734bca27c3ede6ac.jpg,train,paper238,f130ead9dc9a58c3f2e18995e2522a4d8522d587329903130d6fb2f0d3a382f2,416,416,1
train,paper239_jpeg.rf.b4f5f55bda6d81746f7c08042df0861a.jpg,train,paper239,dc026c54d518bf8a49dbf478efb029ce1f10fef1b540fe365f6135a989e277d0,416,416,1
train,paper242_jpg.rf.511c9fde818d32d2b9e8345e90df586b.jpg,train,paper242,1a0a1baa537b42e0f7f9dab648df99367eb8123a11e905be1d0aef637f72949a,416,416,1
test,paper24_jpg.rf.c3b824590a93610577d5c827be1ea632.jpg,train,paper24,e1e13d9cc2912ee7bbc847fe4628ad248d41f80dff39de6ff5fe925d56d98a5a,416,416,1
train,paper255_jpg.rf.b6dc9a6961f29917d01296d47af1f959.jpg,train,paper255,c70dd4bb341799a51d63136c8de417051a8dec75f67c009560185b7c27b8dd5a,416,416,1
train,paper256_jpg.rf.2298ed197ebd07c5ea18bc3ed1dc2c7a.jpg,train,paper256,04fb54f12cd2da22523c7a1322f19a9684418bc55b3052bdbe778f7a20e698b1,416,416,1
train,paper258_jpg.rf.17a344404301edf7545da9f4b797df88.jpg,train,paper258,5972d92b2fcbb6d490bdc186d4947bec8d2089edb9b6686801d18de435908ffa,416,416,9
train,paper268_jpg.rf.cadac343073c6d49740cfe24cff62d2c.jpg,train,paper268,6aa647b07e6874b85bced248e854109697499fcf3ecfe545481c7c17a49eba7d,416,416,1
test,paper269_jpg.rf.2075d9fbe6b5642f95a922b98380cd80.jpg,train,paper269,b70889aca421167d4dcd03c80c0fd9ea86745c0c2eecfc9cacc80f5376050eb7,416,416,69
train,paper26_jpg.rf.bb465cd2e1b8d92cd70eb06a7ff201c2.jpg,train,paper26,7b09e136f3bceddd92c6623c27bc386d5a97be549be71391c769b90a8e8cfe69,416,416,1
train,paper283_jpg.rf.1535e8007443b9b8816cee96e422dbbb.jpg,train,paper283,10c72aaa74cff11366b8cbc84e0453f28ffd442aaf506d1b2b7294375fb776de,416,416,1
train,paper291_jpg.rf.791b61de5d92a1f7abbdb698b6389adc.jpg,train,paper291,1ff42c6f68c4efb766ae704002effbde3900f7020179fd0d221b30b3d7591c4e,416,416,1
train,paper294_jpg.rf.32b38841c598a86605975e0c941d7e20.jpg,train,paper294,7050f5f7403c7f1be86a6a5450597b24b4cb9bacfe4410901a05abd23b73e77e,416,416,1
test,paper297_jpg.rf.e3cefe7f60fed1cd98baa2e9e4d2c151.jpg,train,paper297,965a05898c2a9e52ddf3607dbddfcb1d5e710ab4c13aeaf7e73771f457bb5333,416,416,1
test,paper29_jpg.rf.6bf491c6362bc474b08717d99481f3d2.jpg,train,paper29,9dda714e9e0c4465b8cb076d46f31de04447e74a2c9327ffff5e7960c8784b5b,416,416,1
train,paper2_jpg.rf.1a7d93c01908ae0f7356762eb0c10e97.jpg,train,paper2,8a0f2110ebf3bcbe90169fd8494549625e2c29b2bbce4630122b37181417b00c,416,416,1
train,paper300_jpeg.rf.4d4426fdc864cf8bad41e64cdda6fff2.jpg,train,paper300,b15a274b811b78b1b6a8414f02b43afafec38e4d78b5e57ec2e26955a2290f5a,416,416,1
train,paper304_jpg.rf.2bc2335d0e32fb9b33748efe72f48334.jpg,train,paper304,e87d993b65e0200884d3972595c0f81264046935bbc7250c27db2b7bc38e7170,416,416,1
train,paper30_jpg.rf.9ba61ac26b83e6d26639508049fdda4f.jpg,train,paper30,a278527c2a567bdf7f7ece6d70941f1d4e9f50103ebd9da294c7afb69cb68e32,416,416,1
train,paper316_jpg.rf.a46be0721c2aa7556ba768bae5b6a8d5.jpg,train,paper316,c92fcbfe76bb2dddd4e395de5f02dbc6f197f27cf8c41021d5d1352ad12e9a48,416,416,2
train,paper329_jpg.rf.2061a39d87b0e1c6f127a369c7164345.jpg,train,paper329,e25d4b3271caf20739cbe5b52722de926323ade70278b24558f07f74cf7eeaa8,416,416,3
test,paper32_jpg.rf.8e1baab0031dffbf344c990f3826b16f.jpg,train,paper32,36fdb2d352b968ebfbab0c569ed59c9cf2c9f2e9a5df8c71ebe571c88dd38e2f,416,416,1
train,paper335_jpg.rf.ddf2c6c0ff018642fd0fa0d64336dcf5.jpg,train,paper335,f0c0d6f30f5d35601540fc5d42f9962344023759d67b843e901586b808974635,416,416,1
val,paper33_jpg.rf.2c158e273dabcee0bf1f9294df187673.jpg,train,paper33,11c267ef25208d41171111f7dd6133aef4fb1b8c4229dd218ac291c11abbcd3c,416,416,4
train,paper340_jpg.rf.484ac82a004d000f5da1419c386a4e60.jpg,train,paper340,053447c291bf1be14369ab21345cdada5c74d9e6d9b8abfba8382d15cd8a7432,416,416,1
train,paper355_jpg.rf.b9f883954e850fc070342ebcce002882.jpg,train,paper355,6b8912bfb80ddfb219e062959546c4ed37d1674523b5d74d1b5faca62e9f96d9,416,416,1
train,paper361_jpg.rf.bc1b68d1d8c93a3c1458161048032ef3.jpg,train,paper361,5063245f294ceae7db27e0609980d1fce39b8cc1ab842a6ae26f3eb402faabd0,416,416,1
train,paper366_jpg.rf.9f61906a5e8322643667dcee94c0e695.jpg,train,paper366,16aede8111abc3b7303381d7c9616eea224eee5f7e0cb9f8c8570825d07d79b3,416,416,1
train,paper36_jpg.rf.fa04debbacb805f61c1345f68c9b1641.jpg,train,paper36,440041cf74de21f1d2b872ac6959572286bf71fb9acc0ea3a1638c67a54c9c67,416,416,1
train,paper374_jpg.rf.663c4e539575bc5fbe1f7dc18a84564a.jpg,train,paper374,92dba14353c8c35e50b8d826517c7e66f353600f0a2185e1db579e657476ad05,416,416,1
train,paper375_jpg.rf.3810ff26c93bc35c3ec61f116043ddff.jpg,train,paper375,c8c98a61db3ef8f239cbc6abfbdf7ef1a82ba4c964a4e7d8b1c4521f65060b22,416,416,2
train,paper380_jpg.rf.0dfb4349ff248791951f29051afe53c1.jpg,train,paper380,fd7201889194f0b97c4b6756c3ac10fcc853d078c20ae65c75868e225b5facf4,416,416,1
val,paper391_jpg.rf.15a911732e902d2cfd9f412317ed7704.jpg,train,paper391,9e6a3c7d3869ab8bf1a38c26db2a8ac9f5f2d44b73edc60c6650486ce57e2cef,416,416,1
train,paper397_jpg.rf.02d119caf369013fdd045c58a4d59cf4.jpg,train,paper397,da1649df3c7947ce6d700edf3b7336c8a7233aedc7ddae3c361bcf987e6fb4c0,416,416,8
train,paper3_jpg.rf.945ca41fe4db9d1a9b1cf346fc6db7ec.jpg,train,paper3,6144cc750f77ee0f08e0a2bcbeb02920be4dae654f578b7b065917028556db79,416,416,1
train,paper402_jpeg.rf.20eaf383a95b625ce18c9c20050eefbb.jpg,train,paper402,c397b1b06d644ca8c68bc5b8329306067a45b988e0983f65583374ebe3b2e875,416,416,1
train,paper405_jpg.rf.10c397807456491d318739f2ca3c5d64.jpg,train,paper405,2b0b6629bf565e35d8f58aeb5a7c1a71a75d496542e806350f7d45ce6e2e607b,416,416,11
train,paper409_jpg.rf.52baf46cefd2b9b998a4dfe2c0b399f1.jpg,train,paper409,bbf84d3bc75b4c7091b31ff8a3f17eb98c5152cfc1a262554fd1bad2033c42c4,416,416,1
train,paper40_jpg.rf.5ea92d41d922211dcd4e62ccc41b6e21.jpg,train,paper40,36136aa21af7c43161e95bed68ffe173395c5aceebaec17e178a4cf8401f7875,416,416,1
test,paper422_jpg.rf.8501922241515d574f16f32c025ebe82.jpg,train,paper422,22723d64564a7ac07877d6c6e27a47f074e3fbac7feca905f501edc8689f9cec,416,416,1
test,paper42_jpg.rf.89c3c2ab75f56990766a64b83e385950.jpg,train,paper42,86cbc3bcb717bc5a5ec2b4aa229e797dd42b98df9059fed4f78dd9388a3617c6,416,416,1
train,paper430_jpg.rf.311b7b1f937084012244c85eee1760a1.jpg,train,paper430,c1864b67657386604edece22fe5ed78aefaa4258ec6eac97473ed7544bfd78df,416,416,2
train,paper434_jpg.rf.fff9e57c1a3029cc2e592135cb8ef956.jpg,train,paper434,01d02f83e7436262879de897327e220db3b932a7d7eb043668ce9c4fb667ff5f,416,416,1
train,paper442_jpg.rf.283d501b61933626018b048c20a22ad5.jpg,train,paper442,5bebfe0ba535feca8f90e719e9040d0efb98fdd86b536b174be28ba9d6420db6,416,416,1
train,paper455_jpg.rf.3e5120e1a701e3f153fcaa8746bb5c15.jpg,train,paper455,8ccb9ec5b4e7001ac4e551d52b0e49f4a5c2813f4f9056b738520a8ad382d9ce,416,416,1
train,paper45_jpg.rf.3cfea38e8b1a49439d7874ec6b0631fd.jpg,train,paper45,2de0a00bf9ea4114dc63e1df71593a95c63e597c15f6febfcc4d4e64f7aedf8c,416,416,1
train,paper467_jpg.rf.6ed530e7b25cf1a6515ae2e33f5abca0.jpg,train,paper467,f8bd9cd42f0f06225c57d0c5b7785c5fcda5d2d1e4a4ed60bd2de1f64d9e95b1,416,416,4
val,paper478_jpg.rf.8643332558dd8757abd657911d0cc12b.jpg,train,paper478,d7b53df2fb97fdba3af41f7e420934dac57cd9e9cf32730e070ea5d5c9a75e12,416,416,1
train,paper47_jpg.rf.24515ae0b552096f4a8424cac82b7eda.jpg,train,paper47,37f1b91f50dbca2f3da302b670fdf6b2cf7b3d9dbf14e91d04237e7015b90b59,416,416,1
train,paper486_jpg.rf.8fbc76efaaa147ec491fd8d0f815c54c.jpg,train,paper486,7ab210a935b325a9c81ea693c3f2bdb6a820a6faba3403e84c03c7862f121701,416,416,1
train,paper491_jpg.rf.3f955d205dba67bb91800620c99a4a8c.jpg,train,paper491,62fd2ae04af9d0c8c703cb64010aa70673c28a763ee2d455eb5ef70d1f3ca86d,416,416,1
train,paper49_jpg.rf.4463d82ec66a5782f3d127e92fb40433.jpg,train,paper49,f048b5daa1c50bbfd348e1ba0b1b4c171b5768c8bdba7c3c556874b4b6858ebf,416,416,2
test,paper4_jpg.rf.4ed6d74198799a94a72d9c9d0f5c1859.jpg,train,paper4,c2a7956088eb995d3ac8a6079f0d6223fec3b3216fb78108ae4c3dab6f791e22,416,416,1
train,paper516_jpg.rf.7611ad28dacd1d05c8fdf4c9bbed7e78.jpg,train,paper516,d2a7228efffe6b0f39176c1eaa0fff742275f6a89d7f450e8fa0dd97506091c4,416,416,48
val,paper519_jpg.rf.5b0bf7f6681c1968ce1137545dfe20dc.jpg,train,paper519,2022d4a1d392e5f7001fc3abfc8e0bfc3d89089ce52318367c1a9de26d58b78a,416,416,6
train,paper531_jpg.rf.a1af347d77395b986062a228dbb9315c.jpg,train,paper531,89cf058093a9ad84e594c181a1837c24491392205732bc823c1aea793d09624e,416,416,3
train,paper534_jpg.rf.a26185ee1e9b506e5ae7f259f507bd88.jpg,train,paper534,ee3e6cd6e2fe89e3c6ce7a3fb0045473dc8fa6a55d40802c8bef05787d358b00,416,416,1
train,paper53_jpg.rf.0d40fb9d84f07f2eb717f91fd6b1ea6e.jpg,train,paper53,de677fa4700f716e03e92ff19a513e28e74302b32043e0671ed9d73d598e889a,416,416,1
train,paper544_jpg.rf.b38bd29f87703080315f93cb77227cab.jpg,train,paper544,66f949c2721c7ceb58b766e98f9b48ac911fa24a713f87200a6a69ab0cc061b0,416,416,1
train,paper54_jpg.rf.3866bb4bc9406d92e63079557a04cbf5.jpg,train,paper54,e2340dd0d35e6ca40a4974a06961a8aaf279be81bd9c202951989e39004482ec,416,416,1
train,paper558_jpg.rf.82ef46295fabeb8f3a942e2b3e6328e9.jpg,train,paper558,695cc1484b99934c3d44e661bae21d0ecaf2ddadea25e63016508f97b98021df,416,416,2
val,paper55_jpg.rf.4281053c1321bc9200b378d70d0e003c.jpg,train,paper55,4eacd48ac18f3e6c6839e9ed8d5cee90ed837750208d753895b2914fb59bb1d1,416,416,1
train,paper571_jpg.rf.ec27b74b6480b9ab8a261f66c66f6050.jpg,train,paper571,75742a68f2b5804793e3bcd12512e04e783ee71c2e1a152613b91975089f2844,416,416,2
train,paper57_jpg.rf.85c1298034344721935d12a662f920bc.jpg,train,paper57,09f691c1e3b647172b01454e048a1cdc924a67c84f84e8bb2664beb49c9d5848,416,416,1
train,paper589_jpg.rf.258d90d325916b7d79d7d3e656c00b3c.jpg,train,paper589,f440f667eb7003e565211f26dd18737f52fcfa3207ffa8c21e3b10dba438a93c,416,416,1
train,paper597_jpg.rf.b37de31e0076218a4401b8e4d91cc675.jpg,train,paper597,8c4852d329140d781025c01cde1adea663bf1258bda54ce6c350e7ea0619a848,416,416,1
test,paper59_jpg.rf.e8a251fd9a01cdc40dceb37c37d551d3.jpg,train,paper59,801a6ca43c941d1d9c14b5a05e554e229372b7bfdfff96570f54fec4542df9ca,416,416,1
train,paper5_jpg.rf.ec4e7a652de00fb811b064ed540aa903.jpg,train,paper5,4de175734f7941f8ab5fefe70ac610b5f2f3f0c5802bd14fc0e34bc5d3364611,416,416,1
train,paper605_jpg.rf.f7cb9fd9ccfbce2186c54df5ba2e6b6b.jpg,train,paper605,3ffce11b17430543c0c9cf2afde93c0fbabf15e92cf894e079ebac01c58fc918,416,416,1
val,paper611_jpg.rf.ae3c06d96f129bfbbb86e958b1b7524b.jpg,train,paper611,c339796faf431b5173b2ce2d91e781d405ff70d51ef3bb59fb1e0da99a60da46,416,416,3
train,paper619_jpg.rf.ec50dcd7beda143b40cd5a6dffc8a50b.jpg,train,paper619,bc4f025cc0a113b6862013604e31ca466b18eb0dafff022b8afabdd61ca5191a,416,416,3
val,paper623_jpg.rf.c850d9e9d06dd6f25e3de7af6c43ddf0.jpg,train,paper623,1c378ec8a2d39c23b15870153ac3e2742a61992812648d19d87bf4c833c8cfa9,416,416,1
train,paper62_jpg.rf.9c85d0d8544d265ed2acb16c387011a5.jpg,train,paper62,eac6e98bb505b0ea8ff195b26c53e7d0b7698c9c854716e67899ede233444542,416,416,1
train,paper637_jpg.rf.d34960636154b1b70236ecdd6917959d.jpg,train,paper637,84c0fbf3512dee5b5989f5a8152d1ada2d53c870cedcccbf0249270600878be8,416,416,1
train,paper648_jpg.rf.5509c142db8a262f008faaec1c7ef0f0.jpg,train,paper648,10e44076936e146f4ff1af024d637f3279ec3b9c72e0e7b3b010f977a7353655,416,416,1
train,paper649_jpg.rf.fa89181aba7571eab0b5c3144ff6162d.jpg,train,paper649,47e197fa6032c156064533ca7d23c6711d537bdc8dbda8e17b8b777f9bbbef97,416,416,1
train,paper64_jpg.rf.d38223d3b05350a313b949c4b5efd8d1.jpg,train,paper64,da285d37543281f616dc897ba369603cf900a28a8f01c74b2f7c103119906145,416,416,1
val,paper650_jpg.rf.a6e6dca9feed4553afac30305d929adc.jpg,train,paper650,f54adcd170c50aaca7244110502309c9a39d07b7e453928dbfe3007b834f9fcd,416,416,1
train,paper663_jpg.rf.e887748fa0a0609cd70b394aa289fe96.jpg,train,paper663,280a21527f9541d1a09c251e87f267257008185310c0e138add6385dbc864d6d,416,416,1
train,paper664_jpg.rf.8eff796907f7876c5887ab7472ab2568.jpg,train,paper664,a194bacf0b7b36f06cc47d720f3289d4cbb13a86b0f216fa9e64c0d476c73ffa,416,416,7
train,paper665_jpg.rf.1e8e81b9bce2439cde7d0bf1c9f8fe83.jpg,train,paper665,3692cddd51803aaba426dda66707f838b272b23bcc7e8c8fb11d67fd6c5f225b,416,416,1
val,paper669_jpg.rf.fe31e313b4dd4b1062d27946440d7b8c.jpg,train,paper669,9ee40de21b045f3416a636cceb25b79daaa7452ff12d4ab129a2056fa66eceec,416,416,1
train,paper673_jpg.rf.0991e239b1268f0ce2c5002f18823830.jpg,train,paper673,6ef6e570f68335b87996ea00cbf24bd577c353c5b519795bae941d219debed42,416,416,4
train,paper676_jpg.rf.4eb5174988bfc5bed2d310faffb015b7.jpg,train,paper676,3ffcfd3694ac83635e07af7e89982618e681bf74eda05272f7d55d8602654ccc,416,416,1
train,paper679_jpg.rf.d5823ad67136d92c0b9afeb747919695.jpg,train,paper679,1e6352a07a37f5a3be69f8c6173f4a499766b92c2d66888706adb4a2993598f2,416,416,1
train,paper687_jpg.rf.fc8a2175cd251fe54c0a150a8d0186f3.jpg,train,paper687,b898fbb49bc3336a60e90ffbc30e98fbe0a6f299a979b9ac0f8fba3463ac3052,416,416,1
val,paper68_jpg.rf.e685c3847509bc35d9519c330b0c0b22.jpg,train,paper68,8117d4a00fae165cf00d80494cea7d08698704dab8f84cc75230624ffb073cac,416,416,1
val,paper6_jpg.rf.c02c82fa3bcdf064311aa29b3c1de735.jpg,train,paper6,fe58bcf0809a03536f4632d1d177f711efbdce269b42895c6bbbb648a3b2b29c,416,416,1
train,paper703_jpg.rf.ec3a52830d1720fcaacac71c59cef256.jpg,train,paper703,19663853d6d43ed0d1eaaf29a803711ab57bbcf443c4e134017a2f15ac47fcb8,416,416,1
train,paper707_jpg.rf.1518660e8859a5c0e667a3c92332327a.jpg,train,paper707,a2cd0074d2f7963ac5b3ec4910fed461e5e76658603b4f9d8d453de07b2293bf,416,416,1
test,paper708_jpg.rf.cc9e7ce5668808a8db72f1972f947cb7.jpg,train,paper708,e937bee942240b88f5c5b71f4e32dcf805fedc5985f335a7367cde0f9f2f9c02,416,416,1
train,paper710_jpg.rf.98fc2ff9596ab301c01f00c865ad574a.jpg,train,paper710,08d6b02df78783e6f50315e489dfc1b33814b13fb2b5d9c8c34d5148eb698917,416,416,1
train,paper712_jpg.rf.ca431e191271ee777274fdf183381d40.jpg,train,paper712,43b250f9f7f2751086d6d9af940ea1f5aea3648696acd2bd2370a40a8b96c9bf,416,416,1
train,paper714_jpg.rf.416e38d0099d3d2252b84f90a589ba5d.jpg,train,paper714,1c4f1f8fcacb6fb704a8a639b5de9837e6c332e560bdbecb2cf71e06c355cdeb,416,416,3
train,paper715_jpg.rf.b85a907ace870581f841b4733e5f9f78.jpg,train,paper715,386d471251240404b9d70255b8f37dc7afb284257b6d67579a92e73c4f5de188,416,416,1
train,paper716_jpg.rf.57a994c12364624cea56b49bc8e5f06c.jpg,train,paper716,4d3a440ab459a409550cc02e8319569585f33fd2c60671d27a72a59de2409c1a,416,416,1
train,paper717_jpg.rf.98dab9cd73529483d8e767cb94b5d36c.jpg,train,paper717,79614ecd803d72c60545aa76930af8dbf68e0b40fe57bcb1ede874a5a2bad951,416,416,1
test,paper719_jpeg.rf.6536c0ae9795d948bebefb60b45f7200.jpg,train,paper719,d1649c617d7a7d83f022d6a5b5c303c8b6984676cee59f56e91ada0b95172e8d,416,416,1
train,paper720_jpg.rf.0e0afebe9899e56084a8073849857dc9.jpg,train,paper720,187a677290bbb353646f3a1966f6a241bee780a7bb2b2af66bcfbfbdd4e5e11b,416,416,1
test,paper721_jpg.rf.e013d4c4447a4749038ec4a88429e811.jpg,train,paper721,7a34e1d65dc11751cb6ab48df3093ad7507d7685725dffd6f006bc243684c4af,416,416,1
train,paper722_jpg.rf.8f918353d38de2059f012c01195e7b72.jpg,train,paper722,655acd68dd6531bd7ea4c147bece5e0b22208a4c91e3475614c8333248f246ad,416,416,1
train,paper723_jpg.rf.3124c641d9e6002c1ef9946f4f22a4af.jpg,train,paper723,daa4e70b424c7421211bc262840cf2971d8325bb1c574205d4bc517d48211c53,416,416,1
train,paper725_jpg.rf.2a496c0f65446a947f76595510c4fb59.jpg,train,paper725,bcec0f94d28c1c2ce8b9b03022c92c60dbf93d8cf152116b2461a4cedc39c413,416,416,1
train,paper727_jpg.rf.6c78cd6eecadfecad4851e06622cce29.jpg,train,paper727,cabe73c5c149d419762b3d947faea4375d7df260ba0a756c141628e8751a0ce9,416,416,1
train,paper733_jpg.rf.7de47748be1a406fffa4a1be36af050f.jpg,train,paper733,e24ac821c308287ef4b69a67e3d880fcf1b081791df5a9a7223d467d7e339e94,416,416,10
train,paper747_jpg.rf.139ba9929d96de27a29868bcd59bbc2a.jpg,train,paper747,9c8b354ac7aeed7c9537753c18918dff89e99e1ae55963571775d9e00c3fd26b,416,416,6
train,paper749_jpg.rf.6f4e7055d48839d5afac84fd9190d215.jpg,train,paper749,9cf7820693fa78da91b810a4c1cda0ae8c2045f229eef7a90812b1a83a9b0439,416,416,3
