split,image_id,source_relative_path,prepared_name,annotation_id,class_id,class,coco_bbox_xywh,yolo_xc_yc_w_h,image_width,image_height,relative_area,size_bucket,clipped
train,455,batch_13/000054.jpg,batch_13_000054.jpg,1608,3,can,"2013.00,2236.00,253.00,382.00","0.514303,0.777885,0.060817,0.122436",4160,3120,0.00744622,tiny,False
train,455,batch_13/000054.jpg,batch_13_000054.jpg,1609,3,can,"2360.00,1061.00,286.00,392.00","0.601683,0.402885,0.068750,0.125641",4160,3120,0.00863782,tiny,False
train,455,batch_13/000054.jpg,batch_13_000054.jpg,1610,3,can,"2548.00,905.00,407.00,346.00","0.661418,0.345513,0.097837,0.110897",4160,3120,0.01084982,small,False
train,455,batch_13/000054.jpg,batch_13_000054.jpg,1611,3,can,"3500.00,1269.00,288.00,435.00","0.875962,0.476442,0.069231,0.139423",4160,3120,0.00965237,tiny,False
train,457,batch_13/000056.jpg,batch_13_000056.jpg,1618,6,cup,"1522.00,883.00,538.00,943.00","0.574038,0.325601,0.172436,0.226683",3120,4160,0.03908823,small,False
train,457,batch_13/000056.jpg,batch_13_000056.jpg,1619,7,straw,"1717.00,802.00,130.00,1022.00","0.571154,0.315625,0.041667,0.245673",3120,4160,0.01023638,small,False
train,457,batch_13/000056.jpg,batch_13_000056.jpg,1622,5,cigarette,"724.00,60.00,107.00,95.00","0.249199,0.025841,0.034295,0.022837",3120,4160,0.00078318,tiny,False
train,457,batch_13/000056.jpg,batch_13_000056.jpg,1623,4,carton,"106.00,3.00,504.00,935.00","0.114744,0.113101,0.161538,0.224760",3120,4160,0.03630732,small,False
train,457,batch_13/000056.jpg,batch_13_000056.jpg,1624,0,bag_wrapper,"504.00,1194.00,842.00,581.00","0.296474,0.356851,0.269872,0.139663",3120,4160,0.03769123,small,False
train,458,batch_13/000057.jpg,batch_13_000057.jpg,1625,0,bag_wrapper,"1127.00,1086.00,695.00,2755.00","0.472596,0.592187,0.222756,0.662260",3120,4160,0.14752257,medium,False
train,459,batch_13/000058.jpg,batch_13_000058.jpg,1626,0,bag_wrapper,"1554.00,1040.00,2181.00,1220.33","0.635697,0.528900,0.524279,0.391133",4160,3120,0.20506251,large,False
train,460,batch_13/000059.jpg,batch_13_000059.jpg,1627,6,cup,"2.00,862.00,738.00,871.00","0.122685,0.321801,0.244048,0.216022",3024,4032,0.05271961,medium,False
train,460,batch_13/000059.jpg,batch_13_000059.jpg,1628,6,cup,"134.00,1284.00,904.00,825.00","0.193783,0.420759,0.298942,0.204613",3024,4032,0.06116741,medium,False
train,460,batch_13/000059.jpg,batch_13_000059.jpg,1629,1,bottle,"644.00,438.00,1534.00,1036.00","0.466601,0.237103,0.507275,0.256944",3024,4032,0.13034153,medium,False
train,460,batch_13/000059.jpg,batch_13_000059.jpg,1632,6,cup,"1942.00,664.00,1082.00,1054.00","0.821098,0.295387,0.357804,0.261409",3024,4032,0.09353315,medium,False
train,460,batch_13/000059.jpg,batch_13_000059.jpg,1633,6,cup,"1817.00,1680.00,1207.00,1060.00","0.800430,0.548115,0.399140,0.262897",3024,4032,0.10493269,medium,False
train,460,batch_13/000059.jpg,batch_13_000059.jpg,1634,3,can,"845.00,2616.00,1172.00,1063.00","0.473214,0.780630,0.387566,0.263641",3024,4032,0.10217827,medium,False
train,460,batch_13/000059.jpg,batch_13_000059.jpg,1637,7,straw,"1304.00,1092.00,831.00,284.00","0.568618,0.306052,0.274802,0.070437",3024,4032,0.01935606,small,False
train,462,batch_13/000061.jpg,batch_13_000061.jpg,1639,0,bag_wrapper,"312.00,1064.00,2618.00,1598.00","0.519551,0.447837,0.839103,0.384135",3120,4160,0.32232834,large,False
test,466,batch_13/000065.jpg,batch_13_000065.jpg,1643,0,bag_wrapper,"1.00,971.00,2514.00,3188.00","0.403205,0.616587,0.805769,0.766346",3120,4160,0.61749815,large,False
train,467,batch_13/000066.jpg,batch_13_000066.jpg,1644,2,bottle_cap,"1168.00,858.00,901.00,894.00","0.389062,0.418269,0.216587,0.286538",4160,3120,0.06206037,medium,False
train,468,batch_13/000067.jpg,batch_13_000067.jpg,1645,1,bottle,"395.00,1032.00,3758.00,1042.00","0.546635,0.497756,0.903365,0.333974",4160,3120,0.30170088,large,False
train,472,batch_13/000071.jpg,batch_13_000071.jpg,1649,4,carton,"1160.00,1501.00,1312.00,1694.00","0.582051,0.564423,0.420513,0.407212",3120,4160,0.17123767,medium,False
train,474,batch_13/000073.jpg,batch_13_000073.jpg,1651,2,bottle_cap,"1679.00,1010.00,740.00,750.00","0.492548,0.443910,0.177885,0.240385",4160,3120,0.04276072,small,False
train,475,batch_13/000074.jpg,batch_13_000074.jpg,1652,0,bag_wrapper,"915.00,318.00,1749.00,2170.00","0.430168,0.449679,0.420433,0.695513",4160,3120,0.29241633,large,False
train,477,batch_13/000076.jpg,batch_13_000076.jpg,1654,0,bag_wrapper,"969.00,1002.00,1321.00,2816.00","0.522276,0.579327,0.423397,0.676923",3120,4160,0.2866075,large,False
test,478,batch_13/000077.jpg,batch_13_000077.jpg,1655,2,bottle_cap,"1020.00,1488.00,939.00,959.00","0.477404,0.472957,0.300962,0.230529",3120,4160,0.06938032,medium,False
test,479,batch_13/000078.jpg,batch_13_000078.jpg,1656,4,carton,"312.00,790.00,2326.00,2304.00","0.472756,0.466827,0.745513,0.553846",3120,4160,0.41289941,large,False
test,479,batch_13/000078.jpg,batch_13_000078.jpg,1657,0,bag_wrapper,"289.00,1349.00,2057.00,1832.00","0.422276,0.544471,0.659295,0.440385",3120,4160,0.29034332,large,False
train,480,batch_13/000079.jpg,batch_13_000079.jpg,1658,2,bottle_cap,"1307.00,1082.00,1028.00,1010.00","0.583654,0.381490,0.329487,0.242788",3120,4160,0.07999569,medium,False
test,481,batch_13/000080.jpg,batch_13_000080.jpg,1659,0,bag_wrapper,"48.00,1096.00,3068.00,2494.00","0.507051,0.563221,0.983333,0.599519",3120,4160,0.58952724,large,False
train,482,batch_13/000081.jpg,batch_13_000081.jpg,1661,2,bottle_cap,"939.00,1670.00,1075.00,1065.00","0.473237,0.529447,0.344551,0.256010",3120,4160,0.08820844,medium,False
train,483,batch_13/000082.jpg,batch_13_000082.jpg,1662,3,can,"893.00,831.00,1190.00,2525.00","0.476923,0.503245,0.381410,0.606971",3120,4160,0.23150502,large,False
train,484,batch_13/000083.jpg,batch_13_000083.jpg,1663,0,bag_wrapper,"962.00,880.00,2103.00,1432.00","0.484014,0.511538,0.505529,0.458974",4160,3120,0.23202478,large,False
train,484,batch_13/000083.jpg,batch_13_000083.jpg,1664,0,bag_wrapper,"2813.00,701.00,764.00,874.00","0.768029,0.364744,0.183654,0.280128",4160,3120,0.05144662,medium,False
train,484,batch_13/000083.jpg,batch_13_000083.jpg,1666,5,cigarette,"3628.00,674.00,191.00,230.00","0.895072,0.252885,0.045913,0.073718",4160,3120,0.00338465,tiny,False
train,485,batch_13/000084.jpg,batch_13_000084.jpg,1667,2,bottle_cap,"412.00,2266.00,414.00,410.00","0.148798,0.791987,0.099519,0.131410",4160,3120,0.01307785,small,False
train,485,batch_13/000084.jpg,batch_13_000084.jpg,1668,2,bottle_cap,"937.00,1747.00,417.00,424.00","0.275361,0.627885,0.100240,0.135897",4160,3120,0.01362241,small,False
train,485,batch_13/000084.jpg,batch_13_000084.jpg,1669,2,bottle_cap,"1314.00,1470.00,422.00,425.00","0.366587,0.539263,0.101442,0.136218",4160,3120,0.01381826,small,False
train,485,batch_13/000084.jpg,batch_13_000084.jpg,1670,2,bottle_cap,"1873.00,1051.00,435.00,410.00","0.502524,0.402564,0.104567,0.131410",4160,3120,0.01374122,small,False
train,485,batch_13/000084.jpg,batch_13_000084.jpg,1671,2,bottle_cap,"2161.00,1426.00,423.00,411.00","0.570312,0.522917,0.101683,0.131731",4160,3120,0.01339474,small,False
train,485,batch_13/000084.jpg,batch_13_000084.jpg,1672,2,bottle_cap,"2495.00,1098.00,425.00,434.00","0.650841,0.421474,0.102163,0.139103",4160,3120,0.0142112,small,False
train,485,batch_13/000084.jpg,batch_13_000084.jpg,1673,2,bottle_cap,"2653.00,616.00,442.00,440.00","0.690865,0.267949,0.106250,0.141026",4160,3120,0.01498397,small,False
train,485,batch_13/000084.jpg,batch_13_000084.jpg,1674,2,bottle_cap,"2248.00,390.00,433.00,441.00","0.592428,0.195673,0.104087,0.141346",4160,3120,0.01471223,small,False
train,485,batch_13/000084.jpg,batch_13_000084.jpg,1675,2,bottle_cap,"3116.00,421.00,453.00,463.00","0.803486,0.209135,0.108894,0.148397",4160,3120,0.01615962,small,False
train,486,batch_13/000085.jpg,batch_13_000085.jpg,1676,0,bag_wrapper,"706.00,1378.00,1708.00,1179.00","0.500000,0.472957,0.547436,0.283413",3120,4160,0.1551507,medium,False
train,487,batch_13/000086.jpg,batch_13_000086.jpg,1677,1,bottle,"990.00,628.00,1360.00,2420.00","0.535256,0.441827,0.435897,0.581731",3120,4160,0.25357495,large,False
train,488,batch_13/000087.jpg,batch_13_000087.jpg,1678,5,cigarette,"2073.00,1088.00,211.00,682.00","0.698237,0.343510,0.067628,0.163942",3120,4160,0.01108712,small,False
train,488,batch_13/000087.jpg,batch_13_000087.jpg,1679,5,cigarette,"1171.00,2972.00,587.00,478.00","0.469391,0.771875,0.188141,0.114904",3120,4160,0.02161813,small,False
train,489,batch_13/000088.jpg,batch_13_000088.jpg,1681,3,can,"807.00,512.00,2247.00,1260.00","0.464062,0.366026,0.540144,0.403846",4160,3120,0.21813517,large,False
train,490,batch_13/000089.jpg,batch_13_000089.jpg,1682,5,cigarette,"1055.00,839.00,370.00,320.00","0.397436,0.240144,0.118590,0.076923",3120,4160,0.00912229,tiny,False
train,490,batch_13/000089.jpg,batch_13_000089.jpg,1683,5,cigarette,"1546.00,2846.00,428.00,321.00","0.564103,0.722716,0.137179,0.077163",3120,4160,0.01058524,small,False
val,491,batch_13/000090.jpg,batch_13_000090.jpg,1684,2,bottle_cap,"840.00,973.00,1064.00,1079.00","0.329808,0.484776,0.255769,0.345833",4160,3120,0.08845353,medium,False
val,491,batch_13/000090.jpg,batch_13_000090.jpg,1685,2,bottle_cap,"2559.00,884.00,1122.00,1101.00","0.750000,0.459776,0.269712,0.352885",4160,3120,0.09517705,medium,False
train,493,batch_13/000092.jpg,batch_13_000092.jpg,1687,1,bottle,"975.50,367.00,1063.00,3586.00","0.483013,0.519231,0.340705,0.862019",3120,4160,0.29369437,large,False
train,493,batch_13/000092.jpg,batch_13_000092.jpg,1688,2,bottle_cap,"1330.00,370.00,455.00,263.00","0.499199,0.120553,0.145833,0.063221",3120,4160,0.00921975,tiny,False
train,494,batch_13/000093.jpg,batch_13_000093.jpg,1689,1,bottle,"40.00,450.00,3688.00,1498.00","0.452885,0.384295,0.886538,0.480128",4160,3120,0.42565212,large,False
train,495,batch_13/000094.jpg,batch_13_000094.jpg,1690,3,can,"727.00,821.00,3082.00,1437.00","0.545192,0.493429,0.740865,0.460577",4160,3120,0.3412255,large,False
train,496,batch_13/000095.jpg,batch_13_000095.jpg,1692,1,bottle,"550.00,771.00,996.00,3015.00","0.335897,0.547716,0.319231,0.724760",3120,4160,0.23136557,large,False
train,496,batch_13/000095.jpg,batch_13_000095.jpg,1693,1,bottle,"1602.00,412.00,969.00,3116.00","0.668750,0.473558,0.310577,0.749038",3120,4160,0.23263406,large,False
train,496,batch_13/000095.jpg,batch_13_000095.jpg,1694,2,bottle_cap,"1956.00,413.00,393.00,220.00","0.689904,0.125721,0.125962,0.052885",3120,4160,0.00666143,tiny,False
train,500,batch_13/000099.jpg,batch_13_000099.jpg,1699,0,bag_wrapper,"1036.00,1.00,1928.00,3118.00","0.480769,0.500000,0.463462,0.999359",4160,3120,0.46316445,large,False
test,501,batch_14/000000.jpg,batch_14_000000.jpg,1700,0,bag_wrapper,"885.00,599.00,2554.00,1347.00","0.519712,0.407853,0.613942,0.431731",4160,3120,0.26505778,large,False
train,502,batch_14/000001.jpg,batch_14_000001.jpg,1701,6,cup,"1270.00,791.00,1807.00,1790.00","0.522476,0.540385,0.434375,0.573718",4160,3120,0.24920873,large,False
train,503,batch_14/000002.jpg,batch_14_000002.jpg,1702,6,cup,"1080.00,97.00,2508.00,2292.00","0.561058,0.398397,0.602885,0.734615",4160,3120,0.44288831,large,False
train,504,batch_14/000003.jpg,batch_14_000003.jpg,1704,0,bag_wrapper,"1357.00,1081.00,1392.00,1076.00","0.493510,0.518910,0.334615,0.344872",4160,3120,0.11539941,medium,False
train,504,batch_14/000003.jpg,batch_14_000003.jpg,1705,5,cigarette,"2647.00,1113.00,632.00,657.00","0.712260,0.462019,0.151923,0.210577",4160,3120,0.03199149,small,False
train,505,batch_14/000004.jpg,batch_14_000004.jpg,1706,0,bag_wrapper,"534.00,354.00,3072.00,2464.00","0.497596,0.508333,0.738462,0.789744",4160,3120,0.58319527,large,False
train,506,batch_14/000005.jpg,batch_14_000005.jpg,1707,7,straw,"529.00,877.00,1941.00,2980.00","0.480609,0.568990,0.622115,0.716346",3120,4160,0.44564996,large,False
train,507,batch_14/000006.jpg,batch_14_000006.jpg,1708,1,bottle,"375.00,607.00,2405.00,3380.00","0.505609,0.552163,0.770833,0.812500",3120,4160,0.62630208,large,False
train,507,batch_14/000006.jpg,batch_14_000006.jpg,1709,2,bottle_cap,"371.00,3386.00,755.00,604.00","0.239904,0.886538,0.241987,0.145192",3120,4160,0.03513468,small,False
train,508,batch_14/000007.jpg,batch_14_000007.jpg,1710,1,bottle,"285.00,998.00,3368.00,1131.00","0.473317,0.501122,0.809615,0.362500",4160,3120,0.29348558,large,False
train,508,batch_14/000007.jpg,batch_14_000007.jpg,1711,2,bottle_cap,"3356.00,1348.00,298.00,567.00","0.842548,0.522917,0.071635,0.181731",4160,3120,0.01301821,small,False
train,509,batch_14/000008.jpg,batch_14_000008.jpg,1712,2,bottle_cap,"1202.90,1635.00,1085.00,1066.00","0.559425,0.521154,0.347756,0.256250",3120,4160,0.08911258,medium,False
train,511,batch_14/000010.jpg,batch_14_000010.jpg,1715,0,bag_wrapper,"253.00,958.00,2611.00,1262.00","0.374639,0.509295,0.627644,0.404487",4160,3120,0.25387404,large,False
train,512,batch_14/000011.jpg,batch_14_000011.jpg,1716,5,cigarette,"1246.00,560.00,1641.00,1038.00","0.496755,0.345833,0.394471,0.332692",4160,3120,0.13123752,medium,False
train,513,batch_14/000012.jpg,batch_14_000012.jpg,1717,0,bag_wrapper,"591.67,32.05,3557.43,2803.76","0.569803,0.459593,0.855151,0.898642",4160,3120,0.76847435,large,False
train,514,batch_14/000013.jpg,batch_14_000013.jpg,1718,1,bottle,"465.00,1150.00,3573.00,1192.00","0.541226,0.559615,0.858894,0.382051",4160,3120,0.32814164,large,False
train,514,batch_14/000013.jpg,batch_14_000013.jpg,1719,2,bottle_cap,"465.00,1502.00,389.00,544.00","0.158534,0.568590,0.093510,0.174359",4160,3120,0.01630424,small,False
train,516,batch_14/000015.jpg,batch_14_000015.jpg,1722,1,bottle,"2587.00,2052.00,1283.00,1049.00","0.776082,0.825801,0.308413,0.336218",4160,3120,0.10369414,medium,False
train,518,batch_14/000017.jpg,batch_14_000017.jpg,1725,4,carton,"601.00,619.00,2709.00,1932.00","0.470072,0.508013,0.651202,0.619231",4160,3120,0.40324427,large,False
train,519,batch_14/000018.jpg,batch_14_000018.jpg,1726,0,bag_wrapper,"1445.00,1078.00,903.00,877.00","0.455889,0.486058,0.217067,0.281090",4160,3120,0.06101539,medium,False
val,520,batch_14/000019.jpg,batch_14_000019.jpg,1727,1,bottle,"327.00,81.00,2309.00,3995.00","0.474840,0.499639,0.740064,0.960337",3120,4160,0.7107106,large,False
val,520,batch_14/000019.jpg,batch_14_000019.jpg,1728,2,bottle_cap,"327.00,3652.00,511.00,427.00","0.186699,0.929207,0.163782,0.102644",3120,4160,0.01681128,small,False
train,521,batch_14/000020.jpg,batch_14_000020.jpg,1729,4,carton,"579.00,517.00,2956.00,2400.00","0.494471,0.550321,0.710577,0.769231",4160,3120,0.54659763,large,False
train,522,batch_14/000021.jpg,batch_14_000021.jpg,1730,3,can,"1175.00,1930.00,350.00,242.00","0.446429,0.508681,0.115741,0.060020",3024,4032,0.00694674,tiny,False
train,522,batch_14/000021.jpg,batch_14_000021.jpg,1731,1,bottle,"1433.00,2971.00,564.00,248.00","0.567130,0.767609,0.186508,0.061508",3024,4032,0.01147172,small,False
train,522,batch_14/000021.jpg,batch_14_000021.jpg,1732,4,carton,"1591.00,1419.00,294.00,456.00","0.574735,0.408482,0.097222,0.113095",3024,4032,0.01099537,small,False
test,523,batch_14/000022.jpg,batch_14_000022.jpg,1734,0,bag_wrapper,"1227.00,706.00,1431.00,1235.00","0.562066,0.382957,0.414062,0.357350",3456,3456,0.14796504,medium,False
test,523,batch_14/000022.jpg,batch_14_000022.jpg,1737,6,cup,"909.00,1232.00,443.00,413.00","0.327112,0.416233,0.128183,0.119502",3456,3456,0.01531815,small,False
train,524,batch_14/000023.jpg,batch_14_000023.jpg,1739,1,bottle,"483.00,1509.00,1858.00,1818.00","0.452564,0.581250,0.595513,0.437019",3120,4160,0.26025055,large,False
train,524,batch_14/000023.jpg,batch_14_000023.jpg,1740,2,bottle_cap,"2137.00,3136.00,205.00,191.00","0.717788,0.776803,0.065705,0.045913",3120,4160,0.00301675,tiny,False
val,525,batch_14/000024.jpg,batch_14_000024.jpg,1741,3,can,"1221.00,2156.00,806.00,1030.00","0.520513,0.642067,0.258333,0.247596",3120,4160,0.06396234,medium,False
test,526,batch_14/000025.jpg,batch_14_000025.jpg,1742,1,bottle,"670.00,1870.00,1580.00,507.00","0.467949,0.510457,0.506410,0.121875",3120,4160,0.06171875,medium,False
test,526,batch_14/000025.jpg,batch_14_000025.jpg,1743,2,bottle_cap,"2145.00,1978.00,108.00,239.00","0.704808,0.504207,0.034615,0.057452",3120,4160,0.00198872,tiny,False
train,527,batch_14/000026.jpg,batch_14_000026.jpg,1744,0,bag_wrapper,"1482.00,2023.00,563.00,287.00","0.583168,0.537326,0.186177,0.071181",3024,4032,0.0132522,small,False
train,528,batch_14/000027.jpg,batch_14_000027.jpg,1745,0,bag_wrapper,"627.00,2099.00,757.00,678.00","0.332507,0.604663,0.250331,0.168155",3024,4032,0.0420943,small,False
train,529,batch_14/000028.jpg,batch_14_000028.jpg,1746,0,bag_wrapper,"684.00,1423.00,1310.00,588.00","0.442791,0.425843,0.433201,0.145833",3024,4032,0.06317515,medium,False
test,530,batch_14/000029.jpg,batch_14_000029.jpg,1747,2,bottle_cap,"1245.95,2700.71,422.00,433.00","0.481796,0.723515,0.139550,0.107391",3024,4032,0.01498642,small,False
val,531,batch_14/000030.jpg,batch_14_000030.jpg,1748,2,bottle_cap,"1206.00,2049.00,449.00,441.00","0.473049,0.562872,0.148479,0.109375",3024,4032,0.01623987,small,False
val,532,batch_14/000031.jpg,batch_14_000031.jpg,1749,6,cup,"1137.00,2010.00,1883.00,1484.00","0.687335,0.682540,0.622685,0.368056",3024,4032,0.22918274,large,False
train,533,batch_14/000032.jpg,batch_14_000032.jpg,1750,5,cigarette,"2556.00,1274.00,82.00,214.00","0.644097,0.456680,0.020337,0.070767",4032,3024,0.00143921,tiny,False
train,533,batch_14/000032.jpg,batch_14_000032.jpg,1751,0,bag_wrapper,"2031.00,2239.00,369.00,513.00","0.549479,0.825231,0.091518,0.169643",4032,3024,0.01552535,small,False
train,534,batch_14/000033.jpg,batch_14_000033.jpg,1752,6,cup,"1440.00,2568.00,216.00,200.00","0.511905,0.661706,0.071429,0.049603",3024,4032,0.00354308,tiny,False
train,535,batch_14/000034.jpg,batch_14_000034.jpg,1753,0,bag_wrapper,"1311.00,1763.00,361.00,528.00","0.493221,0.502728,0.119378,0.130952",3024,4032,0.01563287,small,False
test,536,batch_14/000035.jpg,batch_14_000035.jpg,1754,0,bag_wrapper,"792.39,1844.63,1114.00,517.00","0.446228,0.521610,0.368386,0.128224",3024,4032,0.04723603,small,False
train,537,batch_14/000036.jpg,batch_14_000036.jpg,1755,3,can,"815.00,1508.00,848.00,675.00","0.409722,0.457713,0.280423,0.167411",3024,4032,0.04694586,small,False
train,538,batch_14/000037.jpg,batch_14_000037.jpg,1757,1,bottle,"988.00,1551.00,1027.00,1242.00","0.496528,0.538690,0.339616,0.308036",3024,4032,0.10461398,medium,False
train,538,batch_14/000037.jpg,batch_14_000037.jpg,1758,2,bottle_cap,"988.00,2583.00,261.00,213.00","0.369874,0.667039,0.086310,0.052827",3024,4032,0.00455951,tiny,False
train,539,batch_14/000038.jpg,batch_14_000038.jpg,1760,1,bottle,"876.19,1597.52,1110.00,810.00","0.473277,0.496658,0.367063,0.200893",3024,4032,0.07374041,medium,False
test,540,batch_14/000039.jpg,batch_14_000039.jpg,1761,1,bottle,"852.00,1713.00,1206.00,1123.00","0.481151,0.564112,0.398810,0.278522",3024,4032,0.11107716,medium,False
test,541,batch_14/000040.jpg,batch_14_000040.jpg,1762,2,bottle_cap,"1039.00,2148.00,319.00,307.00","0.396329,0.570809,0.105489,0.076141",3024,4032,0.00803206,tiny,False
train,542,batch_14/000041.jpg,batch_14_000041.jpg,1763,7,straw,"960.00,1665.00,416.00,1233.00","0.386243,0.565848,0.137566,0.305804",3024,4032,0.04206822,small,False
train,543,batch_14/000042.jpg,batch_14_000042.jpg,1764,1,bottle,"795.00,1791.00,718.00,849.00","0.381614,0.549479,0.237434,0.210565",3024,4032,0.04999537,small,False
train,543,batch_14/000042.jpg,batch_14_000042.jpg,1765,2,bottle_cap,"1421.00,2606.00,197.00,204.00","0.502480,0.671627,0.065146,0.050595",3024,4032,0.00329605,tiny,False
train,544,batch_14/000043.jpg,batch_14_000043.jpg,1766,2,bottle_cap,"2315.00,1696.00,302.00,299.00","0.611607,0.610284,0.074901,0.098876",4032,3024,0.00740587,tiny,False
train,545,batch_14/000044.jpg,batch_14_000044.jpg,1769,2,bottle_cap,"1112.00,1982.00,416.00,424.00","0.436508,0.544147,0.137566,0.105159",3024,4032,0.01446628,small,False
train,546,batch_14/000045.jpg,batch_14_000045.jpg,1770,5,cigarette,"1170.00,2306.00,243.00,329.00","0.427083,0.612723,0.080357,0.081597",3024,4032,0.00655692,tiny,False
train,546,batch_14/000045.jpg,batch_14_000045.jpg,1771,5,cigarette,"662.00,2653.00,277.00,330.00","0.264716,0.698909,0.091601,0.081845",3024,4032,0.00749707,tiny,False
train,548,batch_14/000047.jpg,batch_14_000047.jpg,1773,3,can,"1596.76,1917.73,496.00,806.00","0.610038,0.575577,0.164021,0.199901",3024,4032,0.03278796,small,False
train,548,batch_14/000047.jpg,batch_14_000047.jpg,1775,3,can,"1232.27,2069.73,495.36,546.00","0.489401,0.581035,0.163811,0.135417",3024,4032,0.0221827,small,False
train,548,batch_14/000047.jpg,batch_14_000047.jpg,1776,5,cigarette,"1649.99,1697.72,87.00,66.00","0.560018,0.429246,0.028770,0.016369",3024,4032,0.00047093,tiny,False
test,549,batch_14/000048.jpg,batch_14_000048.jpg,1777,1,bottle,"171.03,-1.32,518.36,413.43","0.510938,0.434722,0.615625,0.869444",842,474,0.53525174,large,True
test,549,batch_14/000048.jpg,batch_14_000048.jpg,1778,0,bag_wrapper,"319.70,246.22,299.96,226.47","0.557812,0.758333,0.356250,0.477778",842,474,0.17020832,medium,False
train,552,batch_14/000051.jpg,batch_14_000051.jpg,1781,2,bottle_cap,"2332.00,1607.00,461.00,326.00","0.635541,0.585317,0.114335,0.107804",4032,3024,0.01232583,small,False
train,557,batch_14/000056.jpg,batch_14_000056.jpg,1787,2,bottle_cap,"889.00,1487.00,1062.00,1218.00","0.469577,0.519841,0.351190,0.302083",3024,4032,0.10608879,medium,False
test,558,batch_14/000057.jpg,batch_14_000057.jpg,1788,0,bag_wrapper,"1626.00,1762.00,2136.00,584.00","0.668155,0.679233,0.529762,0.193122",4032,3024,0.10230852,medium,False
train,560,batch_14/000059.jpg,batch_14_000059.jpg,1790,4,carton,"1168.00,1620.00,440.00,547.00","0.458995,0.469618,0.145503,0.135665",3024,4032,0.01973957,small,False
train,563,batch_14/000062.jpg,batch_14_000062.jpg,1793,0,bag_wrapper,"851.00,1927.00,796.00,1075.00","0.413029,0.611235,0.263228,0.266617",3024,4032,0.07018095,medium,False
train,563,batch_14/000062.jpg,batch_14_000062.jpg,1794,4,carton,"836.00,1572.00,762.00,364.00","0.402447,0.435020,0.251984,0.090278",3024,4032,0.02274857,small,False
test,565,batch_14/000064.jpg,batch_14_000064.jpg,1796,0,bag_wrapper,"928.00,1567.00,1047.00,1473.00","0.479993,0.571305,0.346230,0.365327",3024,4032,0.12648736,medium,False
test,566,batch_14/000065.jpg,batch_14_000065.jpg,1797,0,bag_wrapper,"1080.00,1439.00,687.00,975.00","0.470734,0.477803,0.227183,0.241815",3024,4032,0.05493625,medium,False
train,567,batch_14/000066.jpg,batch_14_000066.jpg,1798,6,cup,"386.00,1415.00,1562.00,1231.00","0.385913,0.503596,0.516534,0.305308",3024,4032,0.15770184,medium,False
train,568,batch_14/000067.jpg,batch_14_000067.jpg,1799,0,bag_wrapper,"1151.00,1902.00,563.00,899.00","0.473710,0.583209,0.186177,0.222966",3024,4032,0.04151125,small,False
train,568,batch_14/000067.jpg,batch_14_000067.jpg,1800,0,bag_wrapper,"1254.00,857.00,198.00,299.00","0.447421,0.249628,0.065476,0.074157",3024,4032,0.0048555,tiny,False
train,568,batch_14/000067.jpg,batch_14_000067.jpg,1801,0,bag_wrapper,"1037.00,894.00,187.00,119.00","0.373843,0.236483,0.061839,0.029514",3024,4032,0.0018251,tiny,False
train,569,batch_14/000068.jpg,batch_14_000068.jpg,1802,0,bag_wrapper,"982.80,2031.75,774.90,554.40","0.453125,0.572656,0.256250,0.137500",3024,4032,0.03523438,small,False
train,570,batch_14/000069.jpg,batch_14_000069.jpg,1803,3,can,"25.00,1561.00,2315.00,1374.00","0.391038,0.557540,0.765542,0.340774",3024,4032,0.26087678,large,False
val,572,batch_14/000071.jpg,batch_14_000071.jpg,1806,4,carton,"1506.00,1912.00,266.00,259.00","0.541997,0.506324,0.087963,0.064236",3024,4032,0.0056504,tiny,False
val,572,batch_14/000071.jpg,batch_14_000071.jpg,1807,4,carton,"1634.00,3785.00,131.00,131.00","0.562004,0.954985,0.043320,0.032490",3024,4032,0.00140747,tiny,False
val,576,batch_14/000075.jpg,batch_14_000075.jpg,1811,2,bottle_cap,"1250.00,2049.00,459.00,455.00","0.489253,0.564608,0.151786,0.112847",3024,4032,0.0171286,small,False
train,578,batch_14/000077.jpg,batch_14_000077.jpg,1813,1,bottle,"1131.00,2248.00,1273.00,806.00","0.584491,0.657490,0.420966,0.199901",3024,4032,0.08415136,medium,False
train,578,batch_14/000077.jpg,batch_14_000077.jpg,1814,2,bottle_cap,"991.00,2828.50,227.00,288.00","0.365245,0.737227,0.075066,0.071429",3024,4032,0.00536187,tiny,False
val,579,batch_14/000078.jpg,batch_14_000078.jpg,1815,2,bottle_cap,"1412.00,2856.00,274.00,266.00","0.512235,0.741319,0.090608,0.065972",3024,4032,0.00597764,tiny,False
train,580,batch_14/000079.jpg,batch_14_000079.jpg,1816,1,bottle,"1324.00,2005.00,1017.00,860.00","0.605985,0.603919,0.336310,0.213294",3024,4032,0.07173269,medium,False
train,580,batch_14/000079.jpg,batch_14_000079.jpg,1817,3,can,"1848.00,2531.00,486.00,582.00","0.691468,0.699901,0.160714,0.144345",3024,4032,0.02319834,small,False
train,580,batch_14/000079.jpg,batch_14_000079.jpg,1818,3,can,"1074.00,1449.00,569.00,708.00","0.449239,0.447173,0.188161,0.175595",3024,4032,0.03304024,small,False
train,582,batch_14/000081.jpg,batch_14_000081.jpg,1821,1,bottle,"1031.00,1798.00,1774.00,503.00","0.634259,0.508309,0.586640,0.124752",3024,4032,0.07318453,medium,False
